code,lat,lon
STFODOM,51.544835055485116,-0.008762840006499937
CRLNJN,51.48666160394561,0.03004090520965075
RYDS,50.72403494331825,-1.1570256232859883
WMALING,51.2922396849012,0.4184066882122293
ROWLEYR,52.477351044036574,-2.030919117069213
BROHLME,53.03968727191422,-1.4828864714646177
RYDE,50.73317285754372,-1.1596814877729964
DREMDPL,56.00611418967934,-2.7783062911578673
HRGYPJN,51.57418410667219,-0.109164538460438
WVRTRPD,53.40072775220929,-2.946365842722137
HMSHCOL,52.51701806212495,-1.700510977088762
WICHNRJ,52.741326575645715,-1.7134484328561792
MNCRVIC,53.488017561310556,-2.2412763422977062
CRLN,51.48666160394561,0.03004090520965075
FOWEYDK,50.346616672278266,-4.637788385103789
FLXSNGB,51.9631530367187,1.3089668850110523
IPSW295,52.046910451278656,1.1505268837575837
RICH398,51.4636165311348,-0.29723327308972625
BTNULH,52.75774582629944,-1.7041983099682751
WONNAZE,51.84619180424363,1.2677440999641685
PRKSTIP,51.94573519577643,1.246847023124323
SKELBRO,54.021013220438064,-1.1661902748771042
NNTNSHJ,52.5240598392415,-1.4602185535005803
MOLEJN,51.82816042204435,-0.09845947084671522
HASL23,51.09011581788562,-0.7153951656592886
ERIDGE,51.089482465627555,0.20062809085498137
WOKNGHM,51.41122671691067,-0.842643623049005
FILEGRS,54.2196238263673,-0.3504124148352909
KELVEDN,51.84082668142415,0.7023641162776009
QPRKJ,51.53325599804766,-0.20982840362176094
LYNGRIL,52.666777803463056,-4.0877823226498196
MALTBTH,54.06974372351436,-0.9186337707355994
FULWELJ,51.43505871009205,-0.34446350325119746
COPHWJN,53.788641371748234,-1.5751183469316694
FULWELL,51.433800089683544,-0.3495874889998462
TOTONNB,52.9070055211873,-1.2718892144381457
CNST,56.50060299652475,-2.7058213739100774
GNRS51,51.49140955118285,-0.27552695135398636
MLAIGCE,57.005527237470005,-5.8305377907480045
THMSLGB,51.50721208652904,0.46488165167029166
FLKS18,51.09389321679672,1.2045034467660853
THMSLGA,51.50721208652904,0.46488165167029166
DORIUPL,52.37438265035796,-1.7555166828695343
BGHD,57.69863876208929,-3.486215118739145
CLAVRDN,52.276738595863044,-1.6967381114550544
GSCGFHH,53.7789212937413,-1.208994363643031
DINMORE,52.160675396434506,-2.719116055144527
WYREVIA,53.9380511030228,-2.770495594047701
CANT637,51.47592810218998,-3.188759549602404
CLACTCS,51.79347169956903,1.1536921470764632
STOKYRV,53.009906398410244,-2.184050689051727
STHAWCR,51.5071365926649,-0.3685104361406284
CLITFHH,53.87869841353663,-2.387920863091395
WSHWGBR,52.49982191506322,-1.8545935279494676
PBRO534,52.569147368058665,-0.24618818890494873
SLSB43,51.074893253839996,-1.7977472747813648
BSCTHS,52.557229034173425,-1.9816076727620389
SANDH,53.42966179519343,-2.991920335699938
PKWD071,51.18295269205283,0.3805554030799074
CREWPWS,53.079328696153745,-2.418460070215461
WKNT,54.64461668187109,-3.559241388811099
BARHFHH,52.118391235055775,1.094294252637216
HGHBRDG,51.217930977870154,-2.972062760051664
OXCRFJN,53.262997327178844,-1.3175061119042433
WARWPWY,52.28611328802352,-1.6128787010074297
KGMRDDS,54.909031178393974,-2.96047607192555
HGHBRDJ,51.21579532646707,-2.97260479882609
WKNT2SB,54.64218059402004,-3.5620614753218915
WETHCOR,54.884770898759236,-2.825497074662572
ROSYTHD,56.02279704548113,-3.4268045396970868
NBCKSDG,51.411533003720585,-0.029860891575373166
RWLNDSC,50.89238542737818,-0.9573663817464075
DIGGDPL,53.566595070966784,-1.9940732741451586
DITTAHC,53.35596748552178,-2.765257237950726
SEVT228,51.5816942647413,-2.8052185412099777
DITTAHG,53.35595018433653,-2.765151755551285
OLDOTMD,51.52659852497439,-0.24473141628177544
DMTHKWR,50.35135336861417,-3.5702014457352367
MOUNTSS,52.745505712656346,-1.13265201609425
MOUNTSL,52.745393614969224,-1.1308469522375102
MCHL229,51.1825513678143,-1.2603746968988547
GOSP304,51.55551060174889,-0.14717108002132182
GOSP306,51.5554866809568,-0.15135541124324325
HEXHCE,54.97283926455106,-2.0925904608053316
EGTON,54.43747207746875,-0.7615885090857116
LMNGSD4,52.284510713038586,-1.5372359412088643
SPEKEJ,53.35338154409292,-2.8660805206003532
WKIRSD1,53.37375336824069,-3.183892724140921
ABTH222,51.41452443543514,-3.494081225306117
WKIRSD2,53.373715930648196,-3.184041999782741
WSHWDHC,52.49986628546042,-1.8541219979405081
MADE490,52.64574562542607,-2.312075169262985
ELSTORS,52.09990125686923,-0.4811875416318068
INGTSTL,51.66469424620871,0.37979959186805895
GUNISLK,50.51823632335366,-4.2204800375139255
PKLNJN,54.962900339869115,-1.5949515669417096
SIDCUP,51.433968837137854,0.10420204607743527
LFPW,53.22086968546872,-4.209301355450739
HELSBY,53.27542382622264,-2.77130060195326
TYNSCFD,54.96094172399443,-1.5923788036113757
ABRDCH,57.141125694120944,-2.098314729831583
CHASNRD,53.44617746256261,-2.3676458455434006
MILTJN,51.620206182534204,-1.2891495674758753
SEAHDAW,54.83563556140857,-1.339028197407445
PBROE,52.56683140440311,-0.24219346075757772
BESTON,52.920680938455725,-1.2076146219520447
BAROSHJ,54.108821988511075,-3.2031662825638785
HRTBJN,54.55809924129249,-1.3265595042127163
REDGGPK,51.457888556714586,-0.9887955950355228
CHELFD,53.270858281986754,-2.2798308844003827
WTRSHMR,51.16563296869698,0.6274057137877086
NWBGCE,55.93421590282539,-3.397773178171794
SVNOCHS,51.27482203893508,0.1826332132374051
BOGNORR,50.78749638482526,-0.6757261290005376
ACHHSHL,57.48211147337389,-5.332975236555612
CRAWGBR,51.13507419152881,-0.1608918690007365
GARFRTH,53.796622002385774,-1.3825062790532752
GOOLPGJ,53.701088636834896,-0.8834041481142051
WSTLCE,51.50357285573041,-2.4446619994800614
NTNBSB,52.91250357277557,-2.2587174538761006
KIRKM51,53.78689563890832,-2.880496677952495
WOOL659,50.68190850661377,-2.2152615864449903
TUNSFHH,53.276403451521404,-1.855575546174608
TULSLJ,51.436933879013836,-0.11214725918591256
WVRTREJ,53.39462358528953,-2.9269811827171393
SHVNS,56.9655597560142,-2.228282568146817
CBRK,50.74968880702896,-3.422302690370322
NTHM842,50.90758029623436,-1.3922317406400473
HOXTON,51.534042280202826,-0.07656965898716195
NAILSEA,51.419599333136986,-2.750004208000641
STKGLMD,51.51609452670923,-2.5532438370079458
BNSD,54.3554416590618,-2.767285579860829
NRMNSBY,50.82596422940302,0.38915634273740274
COLTONN,53.90057901769262,-1.1540548929407752
PTFTMHS,53.69874632999588,-1.3047692579484191
BOTLEY,50.91657175621543,-1.2596043798029035
COLTONJ,53.89189118248366,-1.1661446531762198
BIGL235,52.07775585367506,-0.2606681652814122
ASHWELC,52.030577294168125,-0.11008861126369403
YNYSWEN,51.66491819724796,-3.5213926210519073
WLSDBSJ,51.54090436437013,-0.27253187702982434
COLTONS,53.88285889209405,-1.1793010304104645
FRTHBKL,54.96458045680532,-1.622813858181482
CALDONL,53.03977176948443,-1.8912800250083857
HEADUGL,51.16563296869698,0.6274057137877086
MITCHMJ,51.39283432695039,-0.15737311639463436
RBRT2XO,50.986993463149716,0.46866389961446464
ETRUGJN,53.024964768804956,-2.2050620280460524
STAMFD,52.64785492148448,-0.47993698091697945
WLVRTNW,52.06616005038275,-0.8074542470536283
MAGOR,51.57779763345297,-2.828932057228493
KGST410,51.41332090033529,-0.3064796801987725
KGST412,51.41328494966703,-0.3064810086307397
DNTG,53.449706618025964,-1.9707198988544878
RUGBYAS,52.38061188251824,-1.2575692966759369
SPDN,52.912044587172744,-1.410650157662364
COSHAMJ,50.83948257959439,-1.0558025493640237
HNDS604,52.50549740956065,-1.9644949282888435
COVNCOL,52.44686195286901,-1.4989898780949222
WLSDRMT,51.5401567856838,-0.2675707566992057
BRTDGBF,53.45573280920833,-2.3104872220186574
BRDS732,52.47356316170875,-1.8709035345098652
HRNEBAY,51.36442999045331,1.1176861835700693
SELBY,53.78252093664816,-1.0635641292023155
LPRESTN,54.01665682691251,-2.2551788142748443
FARNHMD,51.209186721931616,-0.7976232823649879
BOTL295,50.91657175621543,-1.2596043798029035
PRKS021,51.94661813771706,1.2503747909816445
STOCDC,54.564553073959026,-1.3219372472278326
BCHGRV,51.52148174883409,-3.2028025811107375
TEES137,54.56130836032286,-1.2889747140615562
STONE,52.90817161449296,-2.155100093993203
WKNTFLR,54.65006418671294,-3.5598684762815727
BOMO21,50.72712978465722,-1.8586662162434955
GRNFLDS,55.93495460129761,-3.9935500421698014
LNGY651,51.88170709335386,-0.19368003160865996
GRNBFHH,55.395004558600554,-4.2070806659840985
LCHWNCH,55.78690232021352,-4.616106139321883
HORD148,54.75173743725208,-1.2930387490098945
LESTHR,52.64137094710078,-1.1137861938408569
GRNGBPH,56.02291030527489,-3.6875424636209577
ALNMILL,55.452572383651614,-1.641685687028097
WNORWDJ,51.43156709535327,-0.10334825028474207
THMSL14,51.50721208652904,0.46488165167029166
THMSL15,51.50721208652904,0.46488165167029166
TIVTSHL,52.442849294422224,1.1727309309503529
MBROSTY,53.41647045286772,-1.3694580316296834
TALN534,52.69871372821817,-0.4521097244287029
LTLHUSD,50.81041415903189,-0.5468227115079095
HNTRSCB,55.72641780973013,-4.863047868948914
HLYMLS,53.662800234446706,-1.5807275219817398
HULLCT,53.73760761169803,-0.24724734591096256
TOTTYD,50.91687490695435,-1.489142896799709
ASHCWTF,51.99477574266481,-2.108633407003096
CANOSDG,51.509799933388564,-0.09097874335241522
CMTHN,51.852523326641766,-4.306876903975374
PNTHCE,54.66161973835578,-2.7595438442518847
IPSWUDG,52.05121577387405,1.1405307540964802
PRIMRSH,51.54311551926835,-0.1543661619068078
ELYYFLT,52.404720507601816,0.2912924827494428
RDNGTCD,51.45986834242075,-0.9868950255938201
WORKPFD,53.312080160996004,-1.1251609866466734
MARNELV,55.87957601230439,-4.22536252404003
BLKBBRS,53.74080237895769,-2.4869560789012843
PRIN200,51.72679599492769,-0.8456946400379558
SHBN,53.79749335502699,-1.2328907164954526
WVRM294,52.58963848215288,-2.1220435071773562
RAVNHDJ,53.44827356005784,-2.724876296202449
HMPSTDH,51.55536938328313,-0.16507864909984088
WDON181,51.4218783918448,-0.2047484562523128
BSTWDPJ,53.013439646360354,-1.187121347720728
DLREOCH,55.947416785805956,-4.577718921252787
MINSTER,51.32919603247032,1.316687099687896
AYNH502,51.99425205103709,-1.2781312804381466
AYNH501,51.99425205103709,-1.2781312804381466
DEEPCAR,53.46951436983112,-1.5583044799341053
BRIGEWS,53.20895565107667,-1.8516545600267955
HEMERDN,50.395941510105374,-3.9951581049305984
CRKRN,50.87363974547161,-2.7787962188185
WLSDNN7,51.535748279323855,-0.2583081638256701
WDND,52.34414615492935,-1.8443882129896303
LANCSTR,54.04887070481884,-2.807674165563866
HWKRJN,51.274071492258976,-2.192890445900756
SLHRT76,51.38926445526718,-0.08394085035149092
NEVLFHH,53.7921778126237,-1.5036160092508883
CLYNDRW,51.84000757198962,-4.729501179359025
STLNRWS,50.855747836252704,0.5602397517955829
PRFLFLT,51.47160289454561,0.25236227529900174
HLNSBRU,56.01247827595367,-4.731047653682255
STLNRWM,50.8486512736292,0.521846197442947
FRDSUGL,53.3064877925634,-2.7002160290919957
GRSTNUS,53.35318463624157,-2.8843454322877027
BRAINFP,51.869383285161824,0.5682005178815297
WLDNGF,51.28960327596271,-0.05162060043579133
LESTHR5,52.64137094710078,-1.1137861938408569
ALTON,51.15186926748553,-0.9670441080446933
CNBKBAA,51.487111503458024,-0.502714982415324
FLORSTN,54.96687530539471,-3.007498197936146
NBCKNHM,51.41683866562605,-0.035212934740319404
CLCHUSS,51.90085733953035,0.8892345591255781
SEABURN,54.92973110379505,-1.3865811045823877
WYMNFHH,52.56422908208133,1.1150637718580383
CHLT422,51.89679263473014,-2.1003016575166766
BRKNUDS,53.40638984782082,-3.0598681517740074
BCKNMJC,51.41130323157929,-0.02689407940872249
BSNGSTK,51.26862555513876,-1.0873444077575292
RAMMIEX,51.34025779890401,1.4013713414543651
MONTRSE,56.71292294395644,-2.4722064203327987
BLNGHM,54.60610249235605,-1.2788283623867438
WIVENHO,51.856658154854074,0.955986366934033
NWBIDRS,54.656247877658195,-2.606129601177999
WANTRD,51.61954865220488,-1.4107943405719323
THYMFHH,51.50546246064691,-0.48574498431841184
GALTONJ,52.50012455039713,-1.9772708464974953
MONTRSS,56.709673881234266,-2.4737664537747155
MBROBPS,53.427527804775394,-1.3731171124820043
GBROCHA,53.386959538334445,-0.7720878900363078
YATES,51.540365589837286,-2.4327645427821305
HITCHIN,51.953074857063974,-0.26293579291104785
ANCASTR,52.98768471009781,-0.5355492562821561
DALTLTN,54.16580675548167,-3.155406482798906
HNTRFHH,55.721178250783154,-4.861071576831257
MOULTON,52.46236571215335,1.1817473802531269
TREETNJ,53.386482965381305,-1.3557678930155843
TYSLRWS,52.45450703410503,-1.8432790963729198
INCLEA,56.979395017856305,-4.18244179742291
CHPNJN,52.26477413060323,0.4290881496221598
LIFOMOS,52.448288338920875,-1.8844990232218235
WARSOPJ,53.20762821938279,-1.1968228133480843
STCNCE,57.423566592680636,-5.428024038650625
BREDTCN,53.42378418484484,-2.1164788471052303
CANLEY,52.399179456335325,-1.548398387608601
COVNCRD,52.4134818436525,-1.5229648546867505
MORRISC,51.72941008941592,-1.1949305270288086
ERDNGTN,52.52873139527423,-1.8390650427493886
HLGN,52.43686281770976,-1.8457098610814269
UPMN852,51.55818600002257,0.26318804796729245
LEDBSH,51.9516798791455,-0.719649702739758
OLDOHST,51.52396809903635,-0.24742730681611458
BCKWATR,51.331826122035835,-0.7770789312384676
SESARDM,50.83104723143831,0.03066027148574934
ALDW738,53.449015422249445,-1.3341035493851592
TAUN624,51.02485205253489,-3.123952875242011
BRUCGRV,51.59322868868282,-0.07040326230818136
BROWNCE,55.72603848813152,-4.694774243995562
MRGT,51.518373454710854,-0.088991507337681
WELSRHY,52.576312044636026,-3.167440500759378
MNTFLDT,50.9555028202938,0.4649579727726902
ROTH748,53.42528360897561,-1.3685601887614243
CRTHLPJ,51.46167208861455,-0.014141265796754473
MNTFLDS,50.95224449589518,0.46677897381580735
DAILLY,55.28652377493234,-4.735128961338382
BOORCHY,56.516153672387986,-4.764200519279497
LOGHBSJ,52.77566276691615,-1.1893479539260685
SKPT046,53.95759592993026,-2.033140725285267
HORS76,51.06590622115209,-0.31898972431313877
WHELSTJ,51.5226076322685,-0.07242427316890009
BARKG7P,51.54013555715342,0.07964828725971457
WDRNNOP,55.253534406933376,-1.6431153529975573
CRMNDNJ,55.89903270926921,-3.551854548379488
WHAILES,55.91446083348924,-3.2834479332415185
SWLY,51.39305632146347,0.16754233410441075
WELSHAN,52.681193436182156,-2.8289488347545144
TENBY,51.67292482571121,-4.70669477909036
VICT35,51.48330052068178,-0.1471468709781107
ROSGDGL,53.78632871123285,-2.2819473380388384
STOKEOT,53.0079602082139,-2.18115118787293
DRAYGRN,51.51636273146044,-0.3301746334876788
PICTON,54.464730239794804,-1.3491365341093962
RDNGWTR,51.4603599931609,-0.984480315438923
PADTNNY,51.52005073623327,-0.1954565215674644
RUNCORN,53.33812768469462,-2.7391061729810637
LNGSWL,53.463889149284064,-2.204583029602652
SCRPTON,52.868553505392704,-1.7166374016286234
DELNY,57.72542231189513,-4.108085419624808
KENOLYM,51.49792983721963,-0.21016114552408222
PENGFLT,51.51128381095811,-3.098447845153983
MOLDJ,53.18078909044788,-2.9501351251377788
IVRNCSD,57.48238174137124,-4.219476527473091
STNBGPK,51.54407871773138,-0.2762045318601213
LTCEMUS,51.983378669307484,-0.22088710305700873
CMUSLP,56.12751010228424,-3.845082898132088
SEVTJNS,51.58403480255825,-2.787593898415035
SLYNN,52.73562944958241,0.3938480438156208
BRGHTTY,50.8316813453318,-0.142310039972709
TNSLYGJ,51.14448083763572,-0.16088973759744782
CONONLY,53.91723600152009,-2.0118391787134793
TYNEY,54.91496267293834,-1.6017193458628365
BTSDLOP,53.407559650678074,-1.4277897901170957
RUGBLHS,52.381168343074506,-1.2588528195031194
MOIRHGF,52.738081329987686,-1.51886792241138
WDONWJ,51.41606721804723,-0.2140363547154215
CRNFDSG,54.127271507741206,-2.77482965769147
SHPYDJN,53.83572771830739,-1.7684607904249754
MRGMTMD,51.540729960032365,-3.743587925997001
FLXSSFL,51.963288899035646,1.3089332192418186
LOWSCE,52.47418610873642,1.7473592748194153
IVRNRSL,57.48340803173836,-4.218854800656309
HLTWLBY,54.99014354327693,-2.5395894691778094
DUFIELD,52.98523653978545,-1.4842962792091532
MALTKNA,54.178239483360514,-0.664390587952773
TILHEJN,51.4696787506058,-1.026212199420037
BRNHPSJ,51.46412111779478,0.18824270559761377
BORW303,51.29312612522311,0.30539411567751973
GIDBGSJ,53.47454529224845,-2.1132433047334045
HCKP864,53.672119247198516,-1.1027208769925565
THORCRK,53.662431167181,-0.9239556407024591
HOUNSLJ,51.45519362798065,-0.3714999898887591
DIRFTCR,52.3438440624989,-1.158660270573947
PBROWY,52.59482831461594,-0.2634705832025369
LAGYRED,51.8907288778217,-0.2003229436198854
NTHOPKJ,51.55747413620922,-0.3594105214029986
SHCK414,51.43314767431326,-0.33968434919797624
IVRNFHH,57.4829482606749,-4.217408860742127
SHCK416,51.43437164281565,-0.33975507064514665
LAWJUCE,55.75234843879662,-3.867817175105195
SHRGNNR,52.94137792302242,1.2107335166459745
RDNG714,51.4587161486744,-0.9857114624727439
IMNGBIO,53.63696565196606,-0.20979557579852487
LWGILL,54.37292227144916,-2.5824285512126903
DOLMLHS,51.09121697650128,1.0888090851455192
PENGAMS,51.49624387471201,-3.138623496279456
RBRTEGF,50.987419618491955,0.4685012694570821
BATLEY,53.709795927842976,-1.622953758919373
BLTCYD,52.00031490639344,-0.733907733619979
WRGWOJN,53.370847606487715,-2.608477693057609
FRNW,53.55035122407756,-2.3883358075712553
IMNGSS,53.632507625952634,-0.19250038068467895
BTSDSJN,53.40917566798668,-1.4255116323616528
LNGSTHS,53.46456947260749,-2.2009411577604516
ROMFORD,51.57463658342747,0.18236229470296977
CLST,54.854503847182166,-1.578249841883306
GLNGCSD,51.38633431260314,0.5599418907103477
DITTDRS,53.35595018433653,-2.765151755551285
THEALFY,51.42988957056327,-1.0876601045002343
EXMOCE,50.73416628866381,-3.5067867363918035
FLXSNEW,51.96312570077343,1.3089794300854651
NORMNTN,53.70064218817312,-1.423202721179419
CLIPFHH,53.16237224894749,-1.1089276871802696
BSHPSUL,51.86579511019888,0.16560646905645768
CLITHRO,53.87397780714294,-2.3940369503815857
IPSWCLY,52.05164516634534,1.1493721794745162
FENNCRO,52.11275832789416,-1.3218541535842185
FLKSETR,51.08908647276781,1.1928018359959636
HEATSDG,52.590156633915605,-2.1068411201838337
WEMBLMD,51.55563286715355,-0.26333322711127244
WOLWCDY,51.49114136686509,0.054743517030353316
BSCTJN,52.5631814128062,-1.991592279196818
MSRYDCL,56.14930276443269,-3.8395913264006176
CARLLR,54.88620661395514,-2.9172350322346974
TRELEWS,51.66911735357972,-3.2957867080551533
ABTHWCC,51.39453087833319,-3.3906698202064796
CMBL4,51.33629809928427,-0.7442006634269762
SCNTFDR,53.5894135466586,-0.636252534030092
DOREWJ,53.323421096042956,-1.5185430814839318
CMDNJN,51.543275236100804,-0.15766222285481718
POSILPK,55.89010874722774,-4.257950858535799
SCNTFDM,53.59082295919028,-0.6353006351161603
FORESTH,51.43927163119368,-0.053301269793397534
IVRN387,57.48334331636009,-4.201016702351247
GLNFNNN,56.872494523198554,-5.449497048641941
CHESHNT,51.7019305649886,-0.023986368037993377
MLVTJN,52.29320883732513,-1.5547839768160427
ASFRDBY,52.76812408216903,-0.9310133439756026
TABYLTH,54.55997033697006,-1.289152622796592
TOLERTN,54.07318116525844,-1.2132547973037262
TALRDIG,52.581917755394535,-3.5793159935061416
BYFLETJ,51.351001916401046,-0.4787793180880128
MDLSMRB,54.58075029170533,-1.2463830612947793
TEBAYCE,54.42651488814471,-2.5985712246118764
CHAPLTN,51.01610713927119,-4.024403834874479
STHBFHH,54.59959721226849,-1.141258028943504
SNLWLS,52.283217412708964,0.3974153253090777
SHALFDJ,51.220179356942886,-0.5789367111326955
SNODLND,51.33041497711854,0.4483660099694403
PSLT,53.34833145619674,-2.9981728919737796
HEXHAM,54.973547422982804,-2.0948572777458536
NRTHFTJ,51.445894726743134,0.3240625918128861
DALMRRS,55.906135781172445,-4.42187090677971
TROSEXC,51.671200449124896,-4.134406010786002
PRKSGBR,51.944970080736255,1.2380594110839787
FROMNSB,51.23125088870724,-2.3070874858675916
SYDENHM,51.42743737530332,-0.054394084792429694
BELNGMS,51.42968705855618,-0.017988490726609383
DALS101,51.54842837915407,-0.07919377622236616
BUXTNHS,53.26168966414223,-1.911842005657928
SHBNSJN,53.79127705740825,-1.2334443145058511
GTSR,55.948320457489295,-4.061103047152333
YORKYS,53.96837419408285,-1.1187951355142642
HAMBRYV,53.856275022851655,-1.1771149231782656
SELBYCJ,53.774192947410334,-1.0698796768657783
STOK271,52.990866557668575,-2.1786661978785995
YORKYN,53.96840678728602,-1.1183371221808798
VICTRCR,51.49313955966301,-0.14608529289297498
MOIRHIC,52.73808126994069,-1.5188531120202853
DALWCE,56.938207628961,-4.243619429216485
SVNKNGS,51.563862910588426,0.09606829817485742
STOKEND,53.075485132084566,-2.108474410144359
TALNGBR,52.66457021308642,-0.3829425008952959
HNSLMID,53.77565326555344,-1.5315639237752778
CSFD,50.9834470119709,-1.3849027079793141
INELSB,53.27965973568499,-2.862804127720034
HLWYSJ,51.55137102647658,-0.11592357885198816
GLOS156,51.85873477575282,-2.2237422667381637
LONB,52.397045738471355,-1.9806740232353726
STRHSH,51.439662575015085,-0.13599222604508268
THBDUSN,51.121263699861224,-0.16106884258207296
ESSEXRD,51.540586187259144,-0.09625210708926447
SDONTFR,51.56967799931724,-1.770904497342401
DLTNUSG,54.52606228056935,-1.5446969288520687
DLTNUSF,54.52606228056935,-1.5446969288520687
KLYNN43,52.75253388056064,0.4107057073791821
CHPSDBY,51.532471485222274,-2.3780367542525562
BLTCTMD,52.000265424332845,-0.7334866853206349
BATRSPK,51.48206899191146,-0.14660629676800535
BATRSPJ,51.48316105305005,-0.14742617205184122
CLCHUP,51.90202750033988,0.8792924643280825
GLOSTUF,51.84130560302091,-2.244179766213525
AVIEMRE,57.18854735498063,-3.8288523994212715
GRGMHLC,58.50462951961512,-3.4906892267582967
NNTNASJ,52.53736020407392,-1.4812713466545329
AVIEMRS,57.19147682437043,-3.8275905171477627
BARACE,55.55265197862655,-4.649097458202954
WHMP617,52.12029381013176,-0.4784203314568885
ILFORD,51.55899330942585,0.06896697978676873
HORLEY,51.16811624794372,-0.16100819760951274
CARDRIV,51.47521268509313,-3.1812534502785645
HULL,53.74375422364389,-0.34836439915407
OAKNGTS,52.692974096190866,-2.4500863918733327
KEMSING,51.297262308475524,0.24715954766232653
NIDRIWJ,55.93721790241093,-3.108936198245801
MARGATE,51.38519192166425,1.371094743594832
BRHLJN,53.27260193963973,-1.3809331777429263
WHMDSTD,51.5474763177728,-0.19128513175922304
DENT,54.28254174663057,-2.3636458270463674
LNCG,50.82698764342506,-0.3234675949376732
BRDNML,54.974549818839186,-2.3451926427169933
CHFDDS,53.23600751906144,-1.4201756815114253
LOWRWSB,54.96035289727773,-2.6499777957270387
HTHRGRS,51.44928648993068,0.0018721976686327825
IMNGRSW,53.629291046862065,-0.21839293780479352
HILL102,53.621713228613515,-3.025266274274334
TRIMLEY,51.97671360024429,1.319288045998874
WOKICHS,51.32034333095932,-0.552294214791651
HTHRGRN,51.45137237823267,-0.00020986788408371276
NWTM,57.05923156057871,-4.118767425966462
NWTL,55.8188332031093,-4.13342494873902
EFARLGH,51.25519133528802,0.4838522823916483
NWTH,53.45669293874532,-2.0675193776293743
LNRWST,53.13906007313551,-3.7946789108767023
CRGICCE,57.128267814330016,-2.0905997539116163
HAGLEY,52.422290069737436,-2.146607592332501
YORKURS,53.96078630354147,-1.1087738583192686
NWTP,52.51228662775258,-3.3112583080576425
CPYHLDJ,51.01668420921318,-0.10542762855231308
BADMTN,51.53020376893716,-2.275478812288223
ELTON,52.95211487170871,-0.8553342939492695
GLCARON,57.50586945557001,-5.234978453011991
WLSDNFS,51.53968350715898,-0.27145333212390577
MLKR102,54.967617340863406,-2.4101269735151445
RDNG4AB,51.45871795288247,-0.9704397449783784
CSTLNRD,53.590064330229325,-2.178891125719571
GORNGBS,50.81766719224765,-0.4325453882377832
CMTHNSD,51.85089520013254,-4.30827471915914
ELYYDTS,52.38869734240798,0.26421418196728585
IPSW832,52.05884245320878,1.1266797721761663
STOCGBF,54.56439192910191,-1.3220481785935845
LMNGFDS,52.28495340582265,-1.544736983561137
NENG479,52.59782122509709,-0.26646771435346595
ATTREWS,53.4009085840294,-1.437369403798467
COVN517,52.397636519567406,-1.5086445990066675
BARHAM,52.11837251424787,1.0943221749702234
BUCKNHM,52.59687374578073,1.471822797768318
CNCKMOC,52.67511071481626,-2.023058558674409
NPOLEJ,51.520886563874356,-0.2284611064502597
STNEOTS,52.23136570544804,-0.247260706735643
MOTHWCS,55.791687743999034,-3.9950757368955285
HRGY419,52.90734358287134,-0.6448913703549963
LYNMABJ,55.195571366389316,-1.5234762901851013
WLNGUSG,52.31060779505984,-0.6744964029904936
BORNEND,51.576843013104515,-0.7109863361685517
BHLP,56.386896070305454,-3.4205506043575546
PRBRITJ,51.2999789180282,-0.6740730930339842
YORKTPE,53.962125565318644,-1.1027399812066478
LVRPEMR,53.44804957727901,-3.005237923033083
PRKS245,51.938831350633436,1.2208678748950643
KEWBDGE,51.48969839073159,-0.28823854027936874
PLMD781,55.83591903561543,-4.240003368805206
PLMD782,55.724234779026354,-4.631660425020085
PLMD789,55.838916579506495,-4.248608809742827
WEEDKGF,52.34771213045579,-1.1846300590503371
ELSMRPE,53.281403228256096,-2.8800726193716253
BELINGS,52.079875721059516,1.254288514108902
SLADEGN,51.467936050799544,0.1900666663700246
HELTNL,54.527584178302156,-2.4587151801089107
WRGTWOJ,53.37474202371042,-2.6044898579510334
SLADEGD,51.46479434803291,0.19360195955656884
NEILSTN,55.78286682718178,-4.426893794587794
ELSMRPW,53.28285932021386,-2.9053010505815138
TONB525,51.19169306963462,0.2609684594925088
NMPTMLJ,52.25750047094369,-0.9122122059269887
NEWPRTE,51.979801761191986,0.21529741387833598
MRTNCUT,51.5998553324859,-1.2085277611272098
HTFLFHH,53.5923629666863,-1.0145905772283719
SKIRBYJ,53.60201072997574,-1.3152136531048892
WLMSUPS,53.325138631809104,-2.226017677628669
CREWECY,53.1003425164918,-2.4391551159724245
HAVENHS,53.11460470887724,0.2729953841790825
STAN366,51.88500412114878,0.25550593120514503
CREWECS,53.07891402636177,-2.426382671695915
WORKMGR,53.31357561889041,-1.1317647728434292
CEFNYBD,53.0986651676681,-3.0308553554117963
BDST544,53.40857401591278,-3.081931150668314
DELAMER,53.22883670038324,-2.666531307612851
LMTNTWN,50.760991060294344,-1.53707612758505
BESTTSB,53.13398225928936,-2.6700690605985784
CSTLTEJ,53.58965877221133,-2.1796145478404743
AVIEDRS,57.19176124225076,-3.827803164961571
NEWX584,51.47584396648513,-0.04082904766424421
ANGRMAR,51.49222104441354,0.021601235419864463
IVRGRCE,57.68909060067968,-4.174274277653095
SOLEST,51.3833056404463,0.3776454105803653
BRSTLED,51.448166299295366,-2.5525660180010186
IMNGSAP,53.62537681513089,-0.18049582365998768
BRWHINS,54.95945287534458,-1.4613857082072446
BRSTLEJ,51.4516702242096,-2.5737344617619726
BEGHTSJ,53.35116301497826,-1.3355237508943196
HEVER,51.18141588718843,0.09469760606541454
GRTLNDJ,53.69381086623583,-1.857591151447788
